,Professor,Audio File Name,Transcripts File Name,file size ,Audio_file_length
0,Prof.D.Roychoudhury,"['Lecture-2_Introduction.mp3', 'Lecture-3_Digital_Logic-I.mp3', 'Lecture-4_Digital_Logic-II.mp3']","['Lecture-4_Digital_Logic-II.txt', 'Lecture-3_Digital_Logic-I.txt', 'Lecture-2_Introduction.txt']",3,"[3544.9469387755103, 3544.450612244898, 3546.4097959183673]"
1,Prof._Swati_Sharma,"['Isotopes_of_carbon.mp3', 'Mathematical_Representation_of_Material_Properties.mp3', 'Introduction_to_Materials_and_Manufacturing.mp3', 'Story_of_Carbon_Carbon_in_Technology.mp3', 'Story_of_Carbon_Carbon_on_Earth_and_in_Outer_Space.mp3']","['Mathematical_Representation_of_Material_Properties.txt', 'Introduction_to_Materials_and_Manufacturing.txt', 'Story_of_Carbon_Carbon_on_Earth_and_in_Outer_Space.txt', 'Isotopes_of_carbon.txt', 'Story_of_Carbon_Carbon_in_Technology.txt']",5,"[1596.290612244898, 791.3012244897959, 2023.7061224489796, 1425.3714285714286, 1820.4995918367347]"
2,Prof._Shakuntala_Mahanta,"['Lec_3_Articulation_of_vowels.mp3', 'Lec_2_Articulation_of_consonants_2.mp3', 'Lec_1_Articulation_of_consonants_1.mp3']","['Lec_3_Articulation_of_vowels.txt', 'Lec_2_Articulation_of_consonants_2.txt', 'Lec_1_Articulation_of_consonants_1.txt']",3,"[2394.4620408163264, 3085.871020408163, 3045.4595918367345]"
3,Prof._Barnali_Nag,"['Lecture_9_Elasticity_of_Supply.mp3', 'Lecture_7_Determinants_of_Elasticity_of_Demand.mp3', 'Lecture_8_Elasticity_and_Revenue.mp3', 'Lecture_10_Demand_Supply_and_Government_Policies.mp3', 'Lecture_6_Elasticity_of_Demand_and_Supply.mp3']","['Lecture_7_Determinants_of_Elasticity_of_Demand.txt', 'Lecture_6_Elasticity_of_Demand_and_Supply.txt', 'Lecture_9_Elasticity_of_Supply.txt', 'Lecture_10_Demand_Supply_and_Government_Policies.txt', 'Lecture_8_Elasticity_and_Revenue.txt']",5,"[1831.941224489796, 1689.0514285714285, 1530.6971428571428, 1783.9804081632653, 1610.24]"
4,Prof._Pavitra_Sandilya,"['mod01lec02.mp3', 'mod01lec04.mp3', 'mod01lec03.mp3', 'mod01lec05.mp3', 'mod01lec01.mp3']","['mod01lec02.txt', 'mod01lec04.txt', 'mod01lec05.txt', 'mod01lec01.txt', 'mod01lec03.txt']",5,"[1554.1289795918367, 1798.7918367346938, 1821.3877551020407, 1668.5191836734693, 1836.7477551020409]"
5,Dr._Shatarupa_Thakurta,"['Traditional_Roots_Elements_and_Principles.mp3', 'Timelines_and_Regions_General_Mapping.mp3', 'Evolution_in_Purpose_Ritualistic_to_Propagative.mp3', 'Contemporary_Practice.mp3', 'Classification_and_Connections_Traditional_Roots.mp3', 'Changing_Definition_of_Folk_and_Minor_Art.mp3', 'Timelessness_Primitive_Connection.mp3']","['Timelessness_Primitive_Connection.txt', 'Traditional_Roots_Elements_and_Principles.txt', 'Timelines_and_Regions_General_Mapping.txt', 'Classification_and_Connections_Traditional_Roots.txt', 'Evolution_in_Purpose_Ritualistic_to_Propagative.txt', 'Contemporary_Practice.txt', 'Changing_Definition_of_Folk_and_Minor_Art.txt']",7,"[1267.6702040816326, 1430.151836734694, 799.686530612245, 1050.8016326530612, 1601.149387755102, 965.1722448979592, 815.4122448979592]"
6,Prof._A._M._Kulkarni,"['Mod-01_Lec-04_Analysis_of_Dynamical_Systems-Contd-.mp3', 'Mod-01_Lec-02_Introduction.mp3', 'Mod-01_Lec-03_Analysis_of_Dynamical_Systems.mp3']","['Mod-01_Lec-02_Introduction.txt', 'Mod-01_Lec-03_Analysis_of_Dynamical_Systems.txt', 'Mod-01_Lec-04_Analysis_of_Dynamical_Systems-Contd-.txt']",3,"[3331.7877551020406, 3455.529795918367, 3358.380408163265]"
7,Prof._Indrava_Roy,"['mod01lec06-Properties_of_elementary_measure-Part_1.mp3', 'mod01lec05-Elementary_Sets_and_Elementary_measure-Part_2.mp3', 'mod01lec01-Finite_Sets_and_Cardinality.mp3', 'mod01lec03-Infinite_Sets_and_the_Banach-Tarski_Paradox-Part_2.mp3', 'mod01lec04-Elementary_Sets_and_Elementary_measure-Part_1.mp3', 'mod01lec02-Infinite_Sets_and_the_Banach-Tarski_Paradox-Part_1.mp3']","['mod01lec02-Infinite_Sets_and_the_Banach-Tarski_Paradox-Part_1.txt', 'mod01lec01-Finite_Sets_and_Cardinality.txt', 'mod01lec03-Infinite_Sets_and_the_Banach-Tarski_Paradox-Part_2.txt', 'mod01lec04-Elementary_Sets_and_Elementary_measure-Part_1.txt', 'mod01lec06-Properties_of_elementary_measure-Part_1.txt']",6,"[1614.9420408163264, 1536.6008163265305, 1476.4408163265307, 1200.9795918367347, 1487.7518367346938, 897.3322448979592]"
8,Prof._Kusum_Deep,"['Graphical_Method_for_LPP.mp3', 'More_OR_Models.mp3', 'Introduction_to_OR_Models.mp3']","['Graphical_Method_for_LPP.txt', 'More_OR_Models.txt', 'Introduction_to_OR_Models.txt']",3,"[1897.9004081632654, 2339.0563265306123, 2914.56]"
9,Prof._Sanjeev_K_Aggarwal,"['Mod-01_Lec-03.mp3', 'Mod-01_Lec-02.mp3', 'Mod-01_Lec-04.mp3']","['Mod-01_Lec-03.txt', 'Mod-01_Lec-02.txt', 'Mod-01_Lec-04.txt']",3,"[3253.0808163265306, 2915.526530612245, 3000.5289795918366]"
10,Prof._R.K._Shevgaonkar,"['Equations_of_Voltage_and_Current_on_TX_line.mp3', 'Propagation_constant_Characteristic_impedance_and_reflection_coefficient.mp3', 'Impedance_Transformation.mp3']","['Equations_of_Voltage_and_Current_on_TX_line.txt', 'Propagation_constant_Characteristic_impedance_and_reflection_coefficient.txt', 'Impedance_Transformation.txt']",3,"[3220.4016326530614, 3071.477551020408, 3169.9591836734694]"
11,"Prof._Prabhuraj_A_,_Prof._B._V._Patel,_Prof_M._Bheemana","['Mod-02_Lec-02_Insect_abundance_and_diversity.mp3', 'Mod-03_Lec-12_Ecological_Methods_of_Pest_Management-Physical.mp3', 'Mod-03_Lec-07_Principles_of_Pest_Management_and_History.mp3', 'Mod-03_Lec-08_IPM_Definition_and_Concepts.mp3', 'Mod-03_Lec-11_Ecological_Methods_of_Pest_Management-Cultural-Contd-.mp3', 'Mod-02_Lec-03_Insect_classification_based_on_economic_importance.mp3', 'Mod-02_Lec-06_Pest_surveillance_and_methods_of_sampling.mp3', 'Mod-03_Lec-09_Ecological_Methods_of_Pest_Management-Legal_and_Cultural.mp3', 'Mod-03_Lec-10_Ecological_Methods_of_Pest_Management-Cultural-Contd-.mp3', 'Mod-02_Lec-04_Pest_causes_for_outbreaks_and_categories.mp3', 'Mod-02_Lec-05_Pest_causes_for_outbreaks_and_categories_contd.mp3']","['Mod-03_Lec-10_Ecological_Methods_of_Pest_Management-Cultural-Contd-.txt', 'Mod-02_Lec-03_Insect_classification_based_on_economic_importance.txt', 'Mod-03_Lec-12_Ecological_Methods_of_Pest_Management-Physical.txt', 'Mod-03_Lec-08_IPM_Definition_and_Concepts.txt', 'Mod-03_Lec-07_Principles_of_Pest_Management_and_History.txt', 'Mod-02_Lec-05_Pest_causes_for_outbreaks_and_categories_contd.txt', 'Mod-03_Lec-09_Ecological_Methods_of_Pest_Management-Legal_and_Cultural.txt', 'Mod-02_Lec-04_Pest_causes_for_outbreaks_and_categories.txt', 'Mod-02_Lec-02_Insect_abundance_and_diversity.txt', 'Mod-03_Lec-11_Ecological_Methods_of_Pest_Management-Cultural-Contd-.txt', 'Mod-02_Lec-06_Pest_surveillance_and_methods_of_sampling.txt']",11,"[576.2089795918367, 526.2889795918368, 811.1804081632653, 608.3395918367347, 713.8481632653061, 547.7093877551021, 912.9273469387755, 579.3697959183673, 829.3093877551021, 619.9118367346939, 339.6702040816327]"
12,Prof._Samyak_ZANZARI,"['Wave_Propagation_Power_FlowComplex_Poynting_vectorwave_equation_for_a_conducting_Medium.mp3', 'Reflection_and_Refraction_of_waves-Contd-The_Plane_slab.mp3', 'Wave_Guides.mp3']","['Wave_Guides.txt', 'Wave_Propagation_Power_FlowComplex_Poynting_vectorwave_equation_for_a_conducting_Medium.txt', 'Reflection_and_Refraction_of_waves-Contd-The_Plane_slab.txt']",3,"[3332.231836734694, 3182.132244897959, 2949.250612244898]"
13,Prof._Kushal_Sen,"['General_principles_involved_in_the_manufacture_of_textured_yarnscontd.mp3', 'General_principles_involved_in_the_manufacture_of_textured_yarns.mp3', 'Introduction_to_texturing.mp3']","['Introduction_to_texturing.txt', 'General_principles_involved_in_the_manufacture_of_textured_yarnscontd.txt', 'General_principles_involved_in_the_manufacture_of_textured_yarns.txt']",3,"[2269.492244897959, 2821.2767346938776, 2863.751836734694]"
14,Prof._Kanakuppi_Sadashivapa,"['Measurement_errors.mp3', 'Metrology_terminologies.mp3', 'Linear_measuring_instruments.mp3']","['Measurement_errors.txt', 'Linear_measuring_instruments.txt', 'Metrology_terminologies.txt']",3,"[2803.121632653061, 2526.4065306122448, 1927.941224489796]"
15,Prof._P.P._Mujumdar,"['Mod-01_Lec-03_Independence_Functions_of_Random_Variables.mp3', 'Mod-01_Lec-04_Moments_of_a_Distribution.mp3', 'Mod-01_Lec-02_Bivariate_Distributions.mp3']","['Mod-01_Lec-03_Independence_Functions_of_Random_Variables.txt', 'Mod-01_Lec-04_Moments_of_a_Distribution.txt', 'Mod-01_Lec-02_Bivariate_Distributions.txt']",3,"[3468.878367346939, 3471.5689795918365, 3392.940408163265]"
16,"Prof._A.N._Chandorkar,_Prof._D.K._Sharma,_Prof._Sachin_Patkar,_Prof._Virendra_Singh","['Mod-01_Lec-03_Logical_Effort-A_way_of_Designing_Fast_CMOS_Circuits.mp3', 'Mod-01_Lec-02_Historical_Perspective_and_Future_Trends_in_CMOS_VLSI_Circuit-Part_II.mp3']","['Mod-01_Lec-02_Historical_Perspective_and_Future_Trends_in_CMOS_VLSI_Circuit-Part_II.txt', 'Mod-01_Lec-03_Logical_Effort-A_way_of_Designing_Fast_CMOS_Circuits.txt']",2,"[3934.3020408163266, 6122.266122448979]"
17,Prof._Smita_Srivastava,"['Plant_tissues_and_functions.mp3', 'Introduction_to_plant_cell_technology.mp3', 'Photosynthesis_and_Photorespiration.mp3', 'In-vitro_culture_initiation.mp3', 'History_of_plant_cell_and_tissue_culture.mp3', 'Anatomy_of_plant_cells.mp3']","['Anatomy_of_plant_cells.txt', 'In-vitro_culture_initiation.txt', 'History_of_plant_cell_and_tissue_culture.txt', 'Introduction_to_plant_cell_technology.txt', 'Photosynthesis_and_Photorespiration.txt', 'Plant_tissues_and_functions.txt']",6,"[1633.4367346938775, 1755.1412244897958, 1300.741224489796, 1988.0489795918368, 534.7265306122449, 1549.2702040816328]"
18,Prof._Poonam_Kumari,"['Lec_1_Introduction_to_composite_materials.mp3', 'Lec_3_Derivation_of_fundamental_theorem_of_surfaces.mp3', 'Lec_2_Basic_terminology_in_Shell.mp3']","['Lec_3_Derivation_of_fundamental_theorem_of_surfaces.txt', 'Lec_1_Introduction_to_composite_materials.txt', 'Lec_2_Basic_terminology_in_Shell.txt']",3,"[3243.1281632653063, 1721.9395918367347, 3288.6073469387757]"
19,Prof._Gouri_Gargate,"['mod01lec02.mp3', 'mod01lec04.mp3', 'mod01lec03.mp3', 'mod01lec05.mp3']","['mod01lec02.txt', 'mod01lec04.txt', 'mod01lec05.txt', 'mod01lec03.txt']",4,"[1499.4024489795918, 2462.06693877551, 1886.458775510204, 1954.6383673469388]"
20,"Dhiraj_Taneja,Broadcom","['Combinational_Circuits_and_layout.mp3', 'MOS_Transistor-Detailed_Study.mp3']","['Combinational_Circuits_and_layout.txt', 'MOS_Transistor-Detailed_Study.txt']",2,"[3819.6767346938777, 5145.260408163265]"
21,Dr._Vinod_John,"['Mod-01_Lec-04_Distribution_system_protection.mp3', 'Mod-01_Lec-03_Distributed_storage_technologies.mp3', 'Mod-01_Lec-02_Distributed_generation_technologies.mp3']","['Mod-01_Lec-03_Distributed_storage_technologies.txt', 'Mod-01_Lec-02_Distributed_generation_technologies.txt', 'Mod-01_Lec-04_Distribution_system_protection.txt']",3,"[3269.381224489796, 3155.4089795918367, 3091.8791836734695]"
22,Dr_Satyadev_Nandkumar,"['Lec_3_The_Programming_Cycle.mp3', 'Intro-GCD.mp3', 'Lec_7_While_Loop_1.mp3', 'Lec_9_While_Loop_example_GCD.mp3', 'Lec_10_More_while_loops_Longest_Increasing_Subsequence_1.mp3', 'Intro-Variables.mp3', 'Lec_11_More_while_loops_Longest_Increasing_Subsequence_2.mp3', 'Lec_4_Tracing_a_Simple_Program.mp3', 'Lec_6_Operators.mp3', 'Lec_8_While_Loop_example.mp3']","['Intro-Variables.txt', 'Lec_10_More_while_loops_Longest_Increasing_Subsequence_1.txt', 'Lec_7_While_Loop_1.txt', 'Lec_4_Tracing_a_Simple_Program.txt', 'Lec_11_More_while_loops_Longest_Increasing_Subsequence_2.txt', 'Lec_8_While_Loop_example.txt', 'Intro-GCD.txt', 'Lec_9_While_Loop_example_GCD.txt', 'Lec_6_Operators.txt', 'Lec_3_The_Programming_Cycle.txt']",10,"[713.3779591836735, 884.0097959183673, 336.2481632653061, 643.4481632653061, 549.6163265306122, 920.3983673469388, 599.04, 676.7804081632653, 928.1567346938775, 495.09877551020406]"
23,Prof._Apoorva_D_Patel,"['Mod-01_Lec-04_Bohr-Sommerfeld_semiclassical_solution_of_the_Coulomb_problem.mp3', 'Mod-01_Lec-02_Particles_and_antiparticles_Two_component_framework.mp3', 'Mod-01_Lec-03_Coupling_to_electromagnetism_Solution_of_the_Coulomb_problem.mp3']","['Mod-01_Lec-04_Bohr-Sommerfeld_semiclassical_solution_of_the_Coulomb_problem.txt', 'Mod-01_Lec-02_Particles_and_antiparticles_Two_component_framework.txt', 'Mod-01_Lec-03_Coupling_to_electromagnetism_Solution_of_the_Coulomb_problem.txt']",3,"[3335.810612244898, 3441.2669387755104, 3367.758367346939]"
24,Prof._Navakanta_Bhat,"['Subthreshold_Conduction.mp3', 'Short_Channel_Effects.mp3', 'CMOS_Scaling_Theory.mp3']","['Subthreshold_Conduction.txt', 'CMOS_Scaling_Theory.txt', 'Short_Channel_Effects.txt']",3,"[3510.3608163265308, 3519.2685714285712, 3563.9118367346937]"
25,Prof._Dipanwita_Roychowdhury,"['Lecture_01_Introduction_to_Propositional_Logic.mp3', 'Lecture_04_Introduction_to_Propositional_Logic-Contd-.mp3', 'Lecture_03_Introduction_to_Propositional_Logic-Contd-.mp3', 'Lecture_02_Introduction_to_Propositional_Logic-Contd-.mp3']","['Lecture_04_Introduction_to_Propositional_Logic-Contd-.txt', 'Lecture_03_Introduction_to_Propositional_Logic-Contd-.txt', 'Lecture_01_Introduction_to_Propositional_Logic.txt', 'Lecture_02_Introduction_to_Propositional_Logic-Contd-.txt']",4,"[2486.6220408163267, 2454.909387755102, 1968.2220408163266, 2040.8685714285714]"
26,Prof._Shayan_Srinivasa_Garani,"['State_space_representation.mp3', 'Introduction_to_state_space_representation.mp3', 'Linear_time-invariant_systems.mp3', 'Non-uniqueness_of_state_space_representation.mp3', 'Basics_of_signals_and_systems.mp3', 'Modes_in_a_linear_system.mp3']","['Introduction_to_state_space_representation.txt', 'Non-uniqueness_of_state_space_representation.txt', 'State_space_representation.txt', 'Modes_in_a_linear_system.txt', 'Basics_of_signals_and_systems.txt', 'Linear_time-invariant_systems.txt']",6,"[1374.2497959183675, 467.33061224489796, 502.3608163265306, 792.5289795918368, 1224.1502040816326, 1269.9167346938775]"
27,Dr._V.R._Desai_and_Dr._Anirban_Dhar,"['Mod-01_Lec-02_Ground_Water_in_Hydrologic_Cycle-Contd-Ground_Water_Budget.mp3', 'Mod-01_Lec-03_Ground_water_Level_Fluctuations_and_Environmental_Influence-Contd-Literature.mp3', 'Mod-01_Lec-04_Ground_Water_LiteratureDataInternet_Sources.mp3']","['Mod-01_Lec-02_Ground_Water_in_Hydrologic_Cycle-Contd-Ground_Water_Budget.txt', 'Mod-01_Lec-04_Ground_Water_LiteratureDataInternet_Sources.txt', 'Mod-01_Lec-03_Ground_water_Level_Fluctuations_and_Environmental_Influence-Contd-Literature.txt']",3,"[3262.72, 3178.997551020408, 2657.8285714285716]"
28,Prof._Srabani_Taraphder,"['Lecture_3_Thermodynamic_potential_part_1.mp3', 'Lecture_4_Thermodynamic_potentials_Part_2.mp3', 'Lecture_5_Microstates_of_a_system.mp3', 'Lecture_2_Review_of_Classical_Thermodynamics_Part_II.mp3']","['Lecture_4_Thermodynamic_potentials_Part_2.txt', 'Lecture_2_Review_of_Classical_Thermodynamics_Part_II.txt', 'Lecture_3_Thermodynamic_potential_part_1.txt', 'Lecture_5_Microstates_of_a_system.txt']",4,"[2063.9085714285716, 2314.997551020408, 1722.2008163265307, 2029.1918367346939]"
29,Prof_Ashish_Saxena,"['noc18-hs37-lecture_03.mp3', 'noc18-hs37-lecture_04.mp3', 'noc18-hs37-lecture_02.mp3', 'noc18-hs37-Lecture_01.mp3']","['noc18-hs37-Lecture_01.txt', 'noc18-hs37-lecture_03.txt', 'noc18-hs37-lecture_04.txt', 'noc18-hs37-lecture_02.txt']",4,"[1770.370612244898, 1868.9567346938775, 1697.0710204081633, 1823.3208163265306]"
30,Prof._G.Bhuvaneshwari,"['Magnetic_Circuit-II.mp3', 'Single-phase_and_Three-phase_AC_Circuits_Magnetic_circuits.mp3', 'Introduction_to_Electrical_Machines-I.mp3']","['Single-phase_and_Three-phase_AC_Circuits_Magnetic_circuits.txt', 'Introduction_to_Electrical_Machines-I.txt', 'Magnetic_Circuit-II.txt']",3,"[2505.3779591836733, 2612.7673469387755, 3152.326530612245]"
31,Prof._Susmita_Mukhopadhayay,"['Lecture_02_Introduction_to_Ethical_Reasoning_and_Engineering_Ethics-Contd-.mp3', 'Lecture_04_Professional_practice_in_enginnering.mp3', 'Lecture_05_Professional_practice_in_enginnering-Contd-.mp3', 'Lecture_03_Introduction_to_Ethical_Reasoning_and_Engineering_Ethics-Contd-.mp3']","['Lecture_05_Professional_practice_in_enginnering-Contd-.txt', 'Lecture_04_Professional_practice_in_enginnering.txt', 'Lecture_02_Introduction_to_Ethical_Reasoning_and_Engineering_Ethics-Contd-.txt', 'Lecture_03_Introduction_to_Ethical_Reasoning_and_Engineering_Ethics-Contd-.txt']",4,"[2897.3191836734695, 1798.8963265306122, 2016.2089795918366, 1732.5191836734693]"
32,Prof._Amita_Pathak_Mahanty,"['Lecture_03_Kinetic_theory_of_gases-Contd-.mp3', 'Lecture_04_Kinetic_theory_of_gases-Contd-.mp3', 'Lecture_01_Kinetic_theory_of_gases.mp3', 'Lecture_02_Kinetic_theory_of_gases-Contd-.mp3']","['Lecture_04_Kinetic_theory_of_gases-Contd-.txt', 'Lecture_02_Kinetic_theory_of_gases-Contd-.txt', 'Lecture_03_Kinetic_theory_of_gases-Contd-.txt', 'Lecture_01_Kinetic_theory_of_gases.txt']",4,"[1793.8024489795919, 1776.2220408163266, 2124.4865306122447, 1788.7608163265306]"
33,Prof._Atasi_Mohanty,"['Lecture_6_Professional_Development_and_The_Reflective_Practitioner.mp3', 'Lecture_5_Key_Challenges_for_Educational_Leaders-Contd.-.mp3', 'Lecture_8_Professional_Development_and_The_Reflective_Practitioner-Contd.-.mp3', 'Lecture_7_Professional_Development_and_The_Reflective_Practitioner-Contd.-.mp3']","['Lecture_6_Professional_Development_and_The_Reflective_Practitioner.txt', 'Lecture_5_Key_Challenges_for_Educational_Leaders-Contd.-.txt', 'Lecture_7_Professional_Development_and_The_Reflective_Practitioner-Contd.-.txt', 'Lecture_8_Professional_Development_and_The_Reflective_Practitioner-Contd.-.txt']",4,"[1940.218775510204, 1872.4571428571428, 1718.517551020408, 1920.1567346938775]"
34,Prof._Sujatha_Srinivasan,"['Lecture_3_Mobility_of_Mechanisms_Grublers_Criterion_and_Applications.mp3', 'Lecture_1_Review_of_Kinematics_Fundamentals-I.mp3', 'Lecture_2_Links_Pairs_Kinematic_Chains_Planar_Mobility_Criterion.mp3']","['Lecture_1_Review_of_Kinematics_Fundamentals-I.txt', 'Lecture_3_Mobility_of_Mechanisms_Grublers_Criterion_and_Applications.txt', 'Lecture_2_Links_Pairs_Kinematic_Chains_Planar_Mobility_Criterion.txt']",3,"[2850.612244897959, 1822.1975510204081, 2854.922448979592]"
35,Prof.Abhishek_Shrivastava,"['Lec_3_System_Model_Mental_Model_and_Representation_Model.mp3', 'Lec_1_Basic_Definitions_and_Concepts_in_Interaction_Design.mp3', 'Lec_2_Relevance_of_goals_in_Interaction_Design.mp3', 'Lec_4_Interaction_Models_and_Interaction_Paradigms.mp3']","['Lec_2_Relevance_of_goals_in_Interaction_Design.txt', 'Lec_3_System_Model_Mental_Model_and_Representation_Model.txt', 'Lec_4_Interaction_Models_and_Interaction_Paradigms.txt', 'Lec_1_Basic_Definitions_and_Concepts_in_Interaction_Design.txt']",4,"[2137.6, 1881.0514285714285, 1136.3787755102042, 3171.5526530612246]"
36,Prof._Divya.A,"['mod01lec02.mp3', 'mod01lec04.mp3', 'mod01lec03.mp3', 'mod01lec05.mp3']","['mod01lec02.txt', 'mod01lec04.txt', 'mod01lec05.txt', 'mod01lec03.txt']",4,"[2188.3820408163265, 2498.56, 2209.671836734694, 1091.3175510204082]"
37,Prof._Kamlesh_Shigh,"['Introduction_to_Positive_Psychology.mp3', 'Research_Methods.mp3', 'Introduction_to_Psychology.mp3']","['Introduction_to_Psychology.txt', 'Introduction_to_Positive_Psychology.txt', 'Research_Methods.txt']",3,"[2816.9665306122447, 4028.2122448979594, 2838.778775510204]"
38,Prof._Mithilesh_Kumar_Jha,"['Lec_2_Method_Text_and_Context.mp3', 'Lec_1_General_Outline_and_Method.mp3']","['Lec_2_Method_Text_and_Context.txt', 'Lec_1_General_Outline_and_Method.txt']",2,"[4289.358367346938, 3732.8718367346937]"
39,Prof._Urmi_R._Salve,"['Lec_3_Task_Analysis.mp3', 'Lec_1_Introduction_to_Ergonomics_Workplace_assessment-I.mp3', 'Lec_2_Introduction_to_Ergonomics_Workplace_assessment-II.mp3']","['Lec_1_Introduction_to_Ergonomics_Workplace_assessment-I.txt', 'Lec_3_Task_Analysis.txt', 'Lec_2_Introduction_to_Ergonomics_Workplace_assessment-II.txt']",3,"[2977.097142857143, 2430.2497959183675, 3316.741224489796]"
40,prof._shabina_Khanam,"['Introduction.mp3', 'Terminologies.mp3', 'Stress_and_Strain_Relationship-1.mp3', 'Stress_and_Strain_Relationship-2.mp3']","['Terminologies.txt', 'Stress_and_Strain_Relationship-1.txt', 'Introduction.txt', 'Stress_and_Strain_Relationship-2.txt']",4,"[2845.570612244898, 2153.0383673469387, 1750.3608163265305, 1772.2514285714285]"
41,Prof._H.C._Verma,"['Mod-01_Lec-02_Nuclear_Size.mp3', 'Mod-01_Lec-03_Nuclear_Size_Cont.mp3', 'Mod-01_Lec-04_Nuclear_Size_Cont.mp3']","['Mod-01_Lec-04_Nuclear_Size_Cont.txt', 'Mod-01_Lec-02_Nuclear_Size.txt', 'Mod-01_Lec-03_Nuclear_Size_Cont.txt']",3,"[3478.909387755102, 2990.08, 3444.1404081632654]"
42,Prof._S._R._S._Iyengar,"['INTRODUCTION_TO_LOOPS.mp3', 'INTRODUCTION_TO_SCRATCH.mp3', 'How_to_go_about_programming.mp3', 'SOLUTION_TO_LOOPING_PROBLEM.mp3', 'Any_Prerequisites_.mp3', 'Programming_for_Everybody.mp3', 'Why_Programming_.mp3', 'MORE_ABOUT_LOOPS.mp3', 'SCRATCH_ANIMATION_3.mp3', 'Why_do_we_have_so_many_languages.mp3', 'SCRATCH_ANIMATION_1.mp3', 'Why_to_learn_programming.mp3', 'SCRATCH_ANIMATION_2.mp3', 'How_to_give_instructions_.mp3', 'Where_to_start.mp3', 'What_is_programming.mp3']","['Why_to_learn_programming.txt', 'INTRODUCTION_TO_LOOPS.txt', 'MORE_ABOUT_LOOPS.txt', 'How_to_go_about_programming.txt', 'What_is_programming.txt', 'Where_to_start.txt', 'Why_Programming_.txt', 'SCRATCH_ANIMATION_1.txt', 'INTRODUCTION_TO_SCRATCH.txt', 'How_to_give_instructions_.txt', 'SOLUTION_TO_LOOPING_PROBLEM.txt', 'Why_do_we_have_so_many_languages.txt', 'SCRATCH_ANIMATION_2.txt', 'Programming_for_Everybody.txt', 'SCRATCH_ANIMATION_3.txt']",16,"[965.6685714285715, 818.8081632653061, 230.3738775510204, 1127.8367346938776, 0.0, 163.70938775510203, 207.0204081632653, 182.64816326530612, 2057.848163265306, 254.58938775510205, 1091.709387755102, 82.91265306122449, 487.9673469387755, 280.52897959183673, 99.5265306122449, 200.3330612244898]"
43,Prof._Anuradha_Sharma,"['Lec-3_Management.mp3', 'Lec-2_Motivation.mp3', 'Lec-4_Work_Ethics.mp3']","['Lec-2_Motivation.txt', 'Lec-3_Management.txt', 'Lec-4_Work_Ethics.txt']",3,"[1919.2685714285715, 3564.930612244898, 3482.2791836734696]"
44,Prof._Amaresh_Dalal,"['Lec_3_Derivation_of_incompressible_Navier-Stokes_equations.mp3', 'Lec_1_Preliminary_concepts.mp3', 'Lec_2_Fluid_Kinematics.mp3']","['Lec_2_Fluid_Kinematics.txt', 'Lec_3_Derivation_of_incompressible_Navier-Stokes_equations.txt', 'Lec_1_Preliminary_concepts.txt']",3,"[2421.159183673469, 2178.1420408163267, 2571.52]"
45,Prof._Prabha_Sharma,"['Mod-01_Lec-03_Moving_from_one_basic_feasible_solution_to_another_optimality_criteria.mp3', 'Mod-01_Lec-02_Vector_space_Linear_independence_and_dependence_basis.mp3']","['Mod-01_Lec-03_Moving_from_one_basic_feasible_solution_to_another_optimality_criteria.txt', 'Mod-01_Lec-02_Vector_space_Linear_independence_and_dependence_basis.txt']",2,"[3707.3502040816325, 3461.877551020408]"
46,Prof._Tridib_Kumar_Goswami,"['mod01lec02.mp3', 'mod01lec04.mp3', 'mod01lec03.mp3', 'mod01lec05.mp3', 'mod01lec01.mp3']","['mod01lec02.txt', 'mod01lec04.txt', 'mod01lec05.txt', 'mod01lec01.txt', 'mod01lec03.txt']",5,"[1678.7591836734694, 1816.9991836734694, 1679.6995918367347, 2045.4661224489796, 1807.4906122448979]"
47,Dr._V._Vijaya_Lakshmi,"['Recommended_dietary_allowances.mp3', 'Protein-health_significance.mp3', 'Protein.mp3', 'Fiber.mp3', 'Fat.mp3', 'Digestion_absorption_and_utilization_of_Nutrients_2.mp3', 'Carbohydrate.mp3', 'Digestion_absorption_and_utilization_of_Nutrients_1.mp3', 'Energy_1.mp3', 'Relationship_between_Food_Nutrition_and_Health_1.mp3', 'Relationship_between_Food_Nutrition_and_Health_2.mp3']","['Fiber.txt', 'Relationship_between_Food_Nutrition_and_Health_1.txt', 'Protein.txt', 'Carbohydrate.txt', 'Digestion_absorption_and_utilization_of_Nutrients_1.txt', 'Energy_1.txt', 'Digestion_absorption_and_utilization_of_Nutrients_2.txt', 'Protein-health_significance.txt', 'Fat.txt', 'Recommended_dietary_allowances.txt', 'Relationship_between_Food_Nutrition_and_Health_2.txt']",11,"[744.8816326530613, 400.2220408163265, 359.3404081632653, 562.5208163265306, 419.1869387755102, 558.6024489795918, 675.0302040816326, 976.2481632653062, 405.9167346938776, 938.6318367346939, 677.2767346938775]"
